customer_id,order_id,order_date,city,category,product_name,quantity,order_value,payment_method
CUST01851,ORD000069,2025-03-02,Surat,Fashion,Puma Running Shoes,4,13272,Credit Card
CUST04500,ORD000070,2025-07-30,Vadodara,Beauty,Lakme Face Wash,5,24145,Credit Card
CUST01334,ORD000071,2025-01-01,Rajkot,Sports,Decathlon Yoga Mat,5,7285,UPI
CUST04123,ORD000072,2025-08-22,Surat,Fashion,Levi's 511 Jeans,2,18667,Net Banking
CUST02406,ORD000073,2025-07-17,Pune,Electronics,Sony WH-1000XM5,2,5720,COD
CUST02674,ORD000074,2025-03-28,Vadodara,Electronics,Sony WH-1000XM5,1,7568,COD
CUST04194,ORD000075,2025-05-09,Pune,Beauty,Mamaearth Shampoo,2,11948,Net Banking
CUST00242,ORD000076,2025-06-23,Surat,Fashion,Nike Dri-FIT T-Shirt,4,21301,COD
CUST03734,ORD000077,2025-08-15,Vadodara,Beauty,Lakme Face Wash,2,4468,COD
CUST02773,ORD000078,2025-06-30,Surat,Beauty,Lakme Face Wash,5,7349,UPI
CUST03049,ORD000079,2025-03-17,Ahmedabad,Beauty,Nivea Lotion,2,6008,Debit Card
CUST04364,ORD000080,2025-01-23,Ahmedabad,Fashion,Levi's 511 Jeans,3,8815,Net Banking
CUST03301,ORD000081,2025-07-24,Pune,Fashion,Levi's 511 Jeans,4,23445,Credit Card
CUST04659,ORD000082,2025-09-30,Vadodara,Home,Havells Fan,4,22876,Credit Card
CUST03326,ORD000083,2025-02-20,Ahmedabad,Beauty,Lakme Face Wash,2,15264,UPI
CUST00218,ORD000084,2025-11-16,Rajkot,Beauty,Lakme Face Wash,4,18628,COD
CUST03292,ORD000085,2025-07-24,Ahmedabad,Beauty,Lakme Face Wash,1,6010,Debit Card
CUST00889,ORD000086,2025-10-20,Vadodara,Beauty,Nivea Lotion,1,12941,Debit Card
CUST01453,ORD000087,2025-09-02,Mumbai,Electronics,Sony WH-1000XM5,1,1241,UPI
CUST02733,ORD000088,2025-09-03,Vadodara,Fashion,Levi's 511 Jeans,3,22878,Credit Card
CUST04434,ORD000089,2025-01-18,Surat,Beauty,Nivea Lotion,4,6403,Debit Card
CUST01700,ORD000090,2025-08-10,Vadodara,Fashion,Levi's 511 Jeans,1,4597,Net Banking
CUST03056,ORD000091,2025-09-21,Ahmedabad,Sports,Cosco Football,2,5045,Debit Card
CUST01398,ORD000092,2025-02-01,Vadodara,Beauty,Maybelline Lipstick,4,18120,UPI
CUST04785,ORD000093,2025-02-04,Surat,Fashion,Allen Solly Shirt,4,3188,Debit Card
CUST04488,ORD000094,2025-08-23,Rajkot,Home,Milton Bottle,5,1749,Net Banking
CUST04579,ORD000095,2025-02-08,Pune,Beauty,Nivea Lotion,5,24336,Credit Card
CUST04680,ORD000096,2025-11-01,Pune,Sports,Nivia Cricket Kit,5,5141,UPI
CUST00167,ORD000097,2025-07-16,Pune,Beauty,Maybelline Lipstick,3,5259,Credit Card
CUST03511,ORD000098,2025-02-03,Rajkot,Fashion,Levi's 511 Jeans,1,6942,Credit Card
CUST04174,ORD000099,2025-08-02,Ahmedabad,Electronics,Sony WH-1000XM5,3,8711,UPI
CUST01842,ORD000100,2025-03-18,Surat,Electronics,iPhone 15,4,11004,Credit Card
CUST04175,ORD000101,2025-10-03,Mumbai,Beauty,Mamaearth Shampoo,1,14937,UPI
CUST04496,ORD000102,2025-07-04,Vadodara,Electronics,Sony WH-1000XM5,2,6627,Credit Card
CUST01234,ORD000103,2025-11-20,Mumbai,Fashion,Allen Solly Shirt,5,16934,Credit Card
CUST03309,ORD000104,2025-09-12,Pune,Fashion,Puma Running Shoes,1,12269,Credit Card
CUST03386,ORD000105,2025-02-25,Ahmedabad,Electronics,iPhone 15,5,13542,COD
CUST03252,ORD000106,2025-05-08,Vadodara,Beauty,Lakme Face Wash,5,8515,Net Banking
CUST02437,ORD000107,2025-07-08,Mumbai,Fashion,Levi's 511 Jeans,4,13100,COD
CUST04398,ORD000108,2025-03-28,Rajkot,Beauty,Maybelline Lipstick,5,11782,Net Banking
CUST02705,ORD000109,2025-08-01,Rajkot,Sports,Cosco Football,2,15765,Net Banking
CUST01659,ORD000110,2025-02-23,Pune,Sports,Yonex Racket,2,15801,Credit Card
CUST02020,ORD000111,2025-08-10,Ahmedabad,Fashion,Levi's 511 Jeans,1,11511,Credit Card
CUST00222,ORD000112,2025-11-07,Ahmedabad,Sports,Cosco Football,3,8096,Credit Card
CUST04711,ORD000113,2025-09-08,Surat,Sports,Decathlon Yoga Mat,2,1252,Debit Card
CUST03858,ORD000114,2025-10-29,Ahmedabad,Beauty,Maybelline Lipstick,4,23878,Credit Card
CUST01797,ORD000115,2025-07-17,Pune,Sports,Nivia Cricket Kit,4,9371,Credit Card
CUST02988,ORD000116,2025-05-10,Surat,Beauty,Mamaearth Shampoo,1,15096,UPI
CUST01651,ORD000117,2025-09-20,Vadodara,Electronics,Samsung Galaxy S25,2,17698,Debit Card
CUST03829,ORD000118,2025-06-21,Ahmedabad,Sports,Yonex Racket,5,17544,Credit Card
CUST02893,ORD000119,2025-08-23,Ahmedabad,Sports,Cosco Football,2,4902,Debit Card
CUST00504,ORD000120,2025-02-01,Vadodara,Sports,Nivia Cricket Kit,3,724,Credit Card
CUST03656,ORD000121,2025-06-19,Mumbai,Sports,Yonex Racket,5,10167,Net Banking
CUST02719,ORD000122,2025-02-25,Pune,Electronics,Sony WH-1000XM5,1,24875,Credit Card
CUST04917,ORD000123,2025-04-25,Rajkot,Electronics,OnePlus 13,5,3856,Debit Card
CUST01585,ORD000124,2025-04-20,Surat,Fashion,Levi's 511 Jeans,3,9510,Net Banking
CUST00976,ORD000125,2025-10-04,Vadodara,Electronics,Sony WH-1000XM5,3,2986,COD
CUST00526,ORD000126,2025-06-24,Vadodara,Electronics,Boat Rockerz 550,5,15653,Debit Card
CUST03610,ORD000127,2025-11-02,Surat,Sports,Nivia Cricket Kit,1,3455,Debit Card
CUST02327,ORD000128,2025-12-20,Surat,Home,Philips Air Fryer,2,2277,Credit Card
CUST00756,ORD000129,2025-11-27,Surat,Home,Prestige Cooker,5,20224,Net Banking
CUST01933,ORD000130,2025-06-04,Rajkot,Electronics,Sony WH-1000XM5,4,12932,UPI
CUST03253,ORD000131,2025-03-23,Surat,Fashion,Levi's 511 Jeans,2,5743,COD
CUST02711,ORD000132,2025-08-18,Mumbai,Electronics,OnePlus 13,2,10346,Net Banking
CUST03388,ORD000133,2025-11-26,Pune,Home,Havells Fan,5,12971,Debit Card
CUST04304,ORD000134,2025-05-24,Rajkot,Sports,Nivia Cricket Kit,1,5648,COD
CUST01834,ORD000135,2025-05-09,Pune,Sports,Cosco Football,2,21365,Credit Card
CUST02534,ORD000136,2025-05-28,Vadodara,Fashion,Levi's 511 Jeans,4,24901,Net Banking
CUST00563,ORD000137,2025-08-09,Vadodara,Home,Prestige Cooker,3,8607,UPI
CUST01766,ORD000138,2025-12-14,Vadodara,Beauty,Maybelline Lipstick,1,5627,Credit Card
CUST01579,ORD000139,2025-06-30,Mumbai,Fashion,Puma Running Shoes,3,4751,COD
CUST01011,ORD000140,2025-11-28,Ahmedabad,Sports,Yonex Racket,4,6615,Credit Card
CUST02453,ORD000141,2025-04-17,Vadodara,Beauty,Lakme Face Wash,4,9739,COD
CUST01852,ORD000142,2025-09-17,Vadodara,Fashion,Nike Dri-FIT T-Shirt,3,12789,Net Banking
CUST04864,ORD000143,2025-04-15,Mumbai,Fashion,Nike Dri-FIT T-Shirt,5,12880,UPI
CUST02355,ORD000144,2025-11-09,Ahmedabad,Electronics,OnePlus 13,1,1999,Net Banking
CUST02600,ORD000145,2025-05-23,Rajkot,Fashion,Allen Solly Shirt,2,5990,Net Banking
CUST00463,ORD000146,2025-03-07,Surat,Beauty,Maybelline Lipstick,2,18548,Credit Card
CUST00639,ORD000147,2025-01-27,Ahmedabad,Fashion,Nike Dri-FIT T-Shirt,5,11200,Debit Card
CUST02725,ORD000148,2025-11-24,Rajkot,Electronics,OnePlus 13,2,2673,COD
CUST00220,ORD000149,2025-04-28,Pune,Fashion,Nike Dri-FIT T-Shirt,2,13722,Debit Card
CUST01440,ORD000150,2025-06-13,Mumbai,Home,Philips Air Fryer,3,14510,UPI
CUST01406,ORD000151,2025-05-21,Ahmedabad,Home,Prestige Cooker,2,24271,Debit Card
CUST04883,ORD000152,2025-10-23,Ahmedabad,Home,Havells Fan,3,7984,Credit Card
CUST01421,ORD000153,2025-02-25,Ahmedabad,Fashion,Puma Running Shoes,4,17852,Net Banking
CUST00425,ORD000154,2025-11-16,Mumbai,Beauty,Maybelline Lipstick,1,5174,Net Banking
CUST02695,ORD000155,2025-08-16,Surat,Home,Prestige Cooker,2,17949,COD
CUST02336,ORD000156,2025-12-06,Pune,Beauty,Lakme Face Wash,5,3636,Credit Card
CUST02925,ORD000157,2025-06-19,Rajkot,Fashion,Nike Dri-FIT T-Shirt,3,21006,Debit Card
CUST00815,ORD000158,2025-10-07,Ahmedabad,Fashion,Puma Running Shoes,4,1780,Debit Card
CUST01683,ORD000159,2025-09-09,Surat,Beauty,Mamaearth Shampoo,4,22623,UPI
CUST04530,ORD000160,2025-09-16,Ahmedabad,Beauty,Nivea Lotion,5,14693,COD
CUST02453,ORD000161,2025-11-26,Vadodara,Home,Havells Fan,5,23425,UPI
CUST02054,ORD000162,2025-06-11,Rajkot,Sports,Nivia Cricket Kit,5,13715,Net Banking
CUST01841,ORD000163,2025-11-24,Vadodara,Electronics,Sony WH-1000XM5,2,960,Net Banking
CUST02122,ORD000164,2025-09-14,Pune,Beauty,Lakme Face Wash,4,14915,Net Banking
CUST00757,ORD000165,2025-09-03,Surat,Home,Milton Bottle,3,17696,UPI
CUST04324,ORD000166,2025-11-23,Mumbai,Beauty,Maybelline Lipstick,1,16363,Debit Card
CUST04950,ORD000167,2025-04-18,Rajkot,Home,Prestige Cooker,2,11068,UPI
CUST02882,ORD000168,2025-06-29,Rajkot,Home,Milton Bottle,1,14867,Net Banking
CUST04949,ORD000169,2025-03-05,Rajkot,Beauty,Maybelline Lipstick,5,14729,UPI
CUST01901,ORD000170,2025-07-12,Ahmedabad,Fashion,Allen Solly Shirt,5,13395,COD
CUST01845,ORD000171,2025-05-08,Vadodara,Beauty,Maybelline Lipstick,5,1045,Credit Card
CUST00404,ORD000172,2025-05-22,Surat,Fashion,Puma Running Shoes,4,3772,Credit Card
CUST03048,ORD000173,2025-06-12,Mumbai,Beauty,Lakme Face Wash,5,21611,Credit Card
CUST04166,ORD000174,2025-06-07,Surat,Beauty,Nan,2,3721,UPI
CUST03743,ORD000175,2025-08-31,Rajkot,Beauty,Lakme Face Wash,1,21009,Credit Card
CUST03053,ORD000176,2025-12-17,Rajkot,Beauty,Lakme Face Wash,1,9620,COD
CUST02643,ORD000177,2025-01-26,Ahmedabad,Electronics,Sony WH-1000XM5,4,22276,COD
CUST02490,ORD000178,2025-09-15,Rajkot,Electronics,Samsung Galaxy S25,5,17159,UPI
CUST04021,ORD000179,2025-06-19,Pune,Sports,Decathlon Yoga Mat,4,5477,Credit Card
CUST04994,ORD000180,2025-06-25,Rajkot,Sports,Cosco Football,3,18860,Credit Card
CUST00772,ORD000181,2025-07-08,Surat,Electronics,OnePlus 13,2,18467,UPI
CUST04732,ORD000182,2025-10-24,Surat,Electronics,Samsung Galaxy S25,3,23702,UPI
CUST00007,ORD000183,2025-10-24,Pune,Sports,Cosco Football,3,23639,Net Banking
CUST02791,ORD000184,2025-06-20,Mumbai,Fashion,Puma Running Shoes,4,13226,Net Banking
CUST02011,ORD000185,2025-09-03,Pune,Home,Philips Air Fryer,1,19229,Credit Card
CUST02493,ORD000186,2025-01-25,Surat,Fashion,Nike Dri-FIT T-Shirt,1,1381,UPI
CUST01417,ORD000187,2025-12-30,Rajkot,Sports,Cosco Football,5,4375,UPI
CUST04074,ORD000188,2025-03-26,Mumbai,Fashion,Puma Running Shoes,5,15688,COD
CUST01419,ORD000189,2025-05-05,Surat,Beauty,Maybelline Lipstick,1,8317,COD
CUST02676,ORD000190,2025-04-04,Vadodara,Sports,Yonex Racket,2,10360,Credit Card
CUST00992,ORD000191,2025-09-10,Rajkot,Home,Havells Fan,5,4892,Debit Card
CUST01100,ORD000192,2025-06-30,Ahmedabad,Home,Philips Air Fryer,1,14384,COD
CUST00077,ORD000193,2025-05-24,Vadodara,Sports,Cosco Football,5,5857,UPI
CUST00198,ORD000194,2025-06-02,Rajkot,Beauty,Lakme Face Wash,1,19116,UPI
CUST02626,ORD000195,2025-06-13,Vadodara,Electronics,Sony WH-1000XM5,4,11435,Credit Card
CUST02240,ORD000196,2025-07-06,Ahmedabad,Beauty,Nivea Lotion,3,24296,Net Banking
CUST04494,ORD000197,2025-10-24,Surat,Beauty,Lakme Face Wash,4,11562,Debit Card
CUST01807,ORD000198,2025-07-29,Mumbai,Home,Philips Air Fryer,2,8573,Credit Card
CUST02283,ORD000199,2025-09-27,Surat,Fashion,Puma Running Shoes,1,20743,Credit Card
CUST02126,ORD000200,2025-08-07,Rajkot,Fashion,Puma Running Shoes,4,4725,Debit Card
CUST00438,ORD000201,2025-02-24,Vadodara,Fashion,Puma Running Shoes,4,11244,COD
CUST01393,ORD000202,2025-11-24,Vadodara,Home,Philips Air Fryer,4,6045,UPI
CUST00774,ORD000203,2025-12-10,Ahmedabad,Home,Havells Fan,3,8737,Debit Card
CUST03500,ORD000204,2025-08-02,Surat,Home,Milton Bottle,3,13270,UPI
CUST01079,ORD000205,2025-04-10,Ahmedabad,Electronics,Sony WH-1000XM5,2,20814,Net Banking
CUST03925,ORD000206,2025-03-07,Surat,Electronics,Samsung Galaxy S25,4,6082,Credit Card
CUST02507,ORD000207,2025-04-27,Ahmedabad,Fashion,Puma Running Shoes,3,18854,Credit Card
CUST01964,ORD000208,2025-01-26,Ahmedabad,Beauty,Nivea Lotion,3,7535,COD
CUST02075,ORD000209,2025-09-05,Vadodara,Beauty,Lakme Face Wash,5,23089,Debit Card
CUST00237,ORD000210,2025-03-13,Mumbai,Beauty,Nivea Lotion,3,9959,UPI
CUST02725,ORD000211,2025-10-25,Rajkot,Fashion,Allen Solly Shirt,1,12387,UPI
CUST04317,ORD000212,2025-03-06,Surat,Beauty,Maybelline Lipstick,5,14115,Net Banking
CUST03113,ORD000213,2025-03-09,Rajkot,Fashion,Nike Dri-FIT T-Shirt,3,13264,Net Banking
CUST00882,ORD000214,2025-02-20,Vadodara,Home,Philips Air Fryer,2,3268,Net Banking
CUST01988,ORD000215,2025-07-17,Mumbai,Sports,Yonex Racket,3,19588,Debit Card
CUST01046,ORD000216,2025-03-08,Mumbai,Fashion,Puma Running Shoes,3,7837,UPI
CUST02927,ORD000217,2025-12-17,Vadodara,Electronics,Boat Rockerz 550,3,5135,Credit Card
CUST02858,ORD000218,2025-12-15,Vadodara,Fashion,Nike Dri-FIT T-Shirt,2,21948,COD
CUST01057,ORD000219,2025-09-13,Rajkot,Sports,Nivia Cricket Kit,3,3787,Net Banking
CUST04406,ORD000220,2025-02-14,Vadodara,Home,Prestige Cooker,5,4892,Net Banking
CUST02667,ORD000221,2025-10-29,Pune,Electronics,OnePlus 13,1,4651,Net Banking
CUST00942,ORD000222,2025-12-07,Vadodara,Fashion,Nike Dri-FIT T-Shirt,5,19326,Credit Card
CUST02289,ORD000223,2025-09-19,Surat,Home,Prestige Cooker,3,21454,Net Banking
CUST02278,ORD000224,2025-08-13,Vadodara,Sports,Nivia Cricket Kit,2,7239,Credit Card
CUST01220,ORD000225,2025-06-16,Mumbai,Sports,Yonex Racket,1,1589,Debit Card
CUST04826,ORD000226,2025-07-11,Surat,Sports,Cosco Football,3,21918,Net Banking
CUST00790,ORD000227,2025-11-19,Mumbai,Beauty,Lakme Face Wash,4,17851,Debit Card
CUST02666,ORD000228,2025-03-16,Surat,Beauty,Maybelline Lipstick,3,16546,Credit Card
CUST02882,ORD000229,2025-02-02,Vadodara,Fashion,Puma Running Shoes,5,14702,UPI
CUST02203,ORD000230,2025-09-16,Surat,Sports,Yonex Racket,2,8240,Debit Card
CUST03403,ORD000231,2025-05-24,Pune,Electronics,OnePlus 13,2,7723,COD
CUST01932,ORD000232,2025-08-16,Rajkot,Sports,Yonex Racket,5,13639,Net Banking
CUST02323,ORD000233,2025-11-05,Ahmedabad,Electronics,Sony WH-1000XM5,5,10877,Net Banking
CUST03860,ORD000234,2025-03-14,Mumbai,Electronics,Boat Rockerz 550,3,16694,COD
CUST01987,ORD000235,2025-01-29,Surat,Electronics,Sony WH-1000XM5,4,11832,COD
CUST00585,ORD000236,2025-11-05,Ahmedabad,Fashion,Levi's 511 Jeans,3,22934,UPI
CUST04073,ORD000237,2025-10-24,Vadodara,Electronics,Boat Rockerz 550,4,14445,COD
CUST02110,ORD000238,2025-08-08,Rajkot,Sports,Nivia Cricket Kit,1,18553,Debit Card
CUST00575,ORD000239,2025-03-17,Rajkot,Beauty,Nivea Lotion,5,15867,COD
CUST02370,ORD000240,2025-08-29,Vadodara,Home,Prestige Cooker,4,12866,Credit Card
CUST01424,ORD000241,2025-02-12,Vadodara,Sports,Nivia Cricket Kit,4,4745,Debit Card
CUST03834,ORD000242,2025-02-04,Rajkot,Electronics,Boat Rockerz 550,4,18549,UPI
CUST00055,ORD000243,2025-04-01,Rajkot,Fashion,Nike Dri-FIT T-Shirt,3,21925,Net Banking
CUST04754,ORD000244,2025-01-22,Pune,Home,Havells Fan,4,7496,UPI
CUST03001,ORD000245,2025-11-07,Mumbai,Home,Philips Air Fryer,2,11527,COD
CUST02458,ORD000246,2025-10-22,Anand,Home,Philips Air Fryer,5,7011,Net Banking
CUST00498,ORD000247,2025-09-10,Surat,Home,Milton Bottle,1,5454,COD
CUST03825,ORD000248,2025-07-10,Pune,Beauty,Mamaearth Shampoo,1,1347,COD
CUST02958,ORD000249,2025-08-05,Ahmedabad,Home,Havells Fan,1,1397,Credit Card
CUST02898,ORD000250,2025-11-29,Surat,Fashion,Puma Running Shoes,4,20245,Debit Card
CUST00849,ORD000251,2025-03-02,Ahmedabad,Electronics,OnePlus 13,5,2990,UPI
CUST01251,ORD000252,2025-11-09,Mumbai,Sports,Cosco Football,2,12781.62473,UPI
CUST04143,ORD000253,2025-08-18,Pune,Fashion,Nike Dri-FIT T-Shirt,1,8711,Debit Card
CUST00371,ORD000254,2025-06-17,Rajkot,Fashion,Puma Running Shoes,3,1947,COD
CUST00425,ORD000255,2025-08-17,Rajkot,Home,Milton Bottle,2,1921,Debit Card
CUST02347,ORD000256,2025-07-05,Pune,Electronics,iPhone 15,4,24500,Debit Card
CUST03876,ORD000257,2025-06-18,Mumbai,Beauty,Lakme Face Wash,3,6264,Net Banking
CUST01844,ORD000258,2025-04-25,Mumbai,Fashion,Allen Solly Shirt,3,10734,COD
CUST02293,ORD000259,2025-12-17,Mumbai,Beauty,Nivea Lotion,4,21270,Debit Card
CUST01863,ORD000260,2025-02-28,Pune,Beauty,Mamaearth Shampoo,5,1440,UPI
CUST01885,ORD000261,2025-01-09,Pune,Beauty,Lakme Face Wash,2,20397,Debit Card
CUST01408,ORD000262,2025-12-13,Surat,Fashion,Nike Dri-FIT T-Shirt,2,10295,COD
CUST00334,ORD000263,2025-05-26,Rajkot,Fashion,Allen Solly Shirt,1,7015,Net Banking
CUST04874,ORD000264,2025-10-19,Mumbai,Fashion,Levi's 511 Jeans,3,15663,Debit Card
CUST02275,ORD000265,2025-02-18,Mumbai,Beauty,Maybelline Lipstick,2,12814,UPI
CUST00018,ORD000266,2025-12-23,Rajkot,Fashion,Puma Running Shoes,5,21101,COD
CUST02600,ORD000267,2025-11-30,Surat,Fashion,Allen Solly Shirt,4,22461,COD
CUST04533,ORD000268,2025-12-24,Ahmedabad,Home,Havells Fan,3,10396,Credit Card
CUST03405,ORD000269,2025-09-24,Mumbai,Fashion,Nike Dri-FIT T-Shirt,5,16815,COD
CUST04322,ORD000270,2025-02-21,Mumbai,Electronics,Sony WH-1000XM5,4,6455,COD
CUST01583,ORD000271,2025-12-17,Mumbai,Electronics,Samsung Galaxy S25,2,4024,COD
CUST00034,ORD000272,2025-10-12,Pune,Sports,Decathlon Yoga Mat,2,5589,COD
CUST00472,ORD000273,2025-03-21,Surat,Home,Havells Fan,1,686,COD
CUST03627,ORD000274,2025-10-29,Vadodara,Beauty,Lakme Face Wash,5,12139,UPI
CUST01798,ORD000275,2025-05-29,Pune,Electronics,Sony WH-1000XM5,5,6105,Net Banking
CUST02277,ORD000276,2025-03-26,Surat,Sports,Cosco Football,4,11098,COD
CUST00865,ORD000277,2025-01-11,Rajkot,Home,Prestige Cooker,4,840,COD
CUST01032,ORD000278,2025-01-21,Surat,Home,Prestige Cooker,3,12210,UPI
CUST01650,ORD000279,2025-05-28,Surat,Fashion,Allen Solly Shirt,2,16999,COD
CUST02075,ORD000280,2025-05-17,Surat,Electronics,Sony WH-1000XM5,1,15395,COD
CUST01444,ORD000281,2025-10-03,Vadodara,Electronics,iPhone 15,2,3171,Net Banking
